# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 287900    6.17e-02  6.50e-02    3.78e-04  7.58e-04    4.78e-02  4.99e-02    6.5e-07
 288000    6.12e-02  5.81e-02    4.12e-04  4.71e-04    4.78e-02  4.53e-02    6.2e-07
 288100    6.11e-02  6.46e-02    3.65e-04  3.01e-04    4.78e-02  5.07e-02    6.2e-07
 288200    6.11e-02  6.66e-02    3.64e-04  4.42e-04    4.78e-02  5.21e-02    6.2e-07
 288300    6.13e-02  6.15e-02    5.00e-04  1.12e-03    4.78e-02  4.68e-02    6.2e-07
 288400    6.18e-02  5.83e-02    7.78e-04  2.95e-04    4.78e-02  4.57e-02    6.2e-07
 288500    6.13e-02  5.86e-02    5.63e-04  3.47e-04    4.78e-02  4.59e-02    6.2e-07
 288600    6.11e-02  6.29e-02    4.08e-04  3.84e-04    4.78e-02  4.92e-02    6.2e-07
 288700    6.15e-02  6.02e-02    5.36e-04  4.15e-04    4.80e-02  4.71e-02    6.2e-07
 288800    6.14e-02  6.17e-02    5.59e-04  8.63e-04    4.78e-02  4.76e-02    6.2e-07
 288900    6.14e-02  6.51e-02    5.86e-04  2.33e-05    4.78e-02  5.12e-02    6.2e-07
 289000    6.11e-02  5.83e-02    3.65e-04  5.25e-04    4.78e-02  4.54e-02    6.2e-07
 289100    6.11e-02  5.91e-02    3.66e-04  2.66e-05    4.78e-02  4.65e-02    6.2e-07
 289200    6.11e-02  5.74e-02    3.64e-04  1.53e-04    4.79e-02  4.51e-02    6.2e-07
 289300    6.22e-02  5.73e-02    9.02e-04  1.12e-03    4.78e-02  4.34e-02    6.2e-07
 289400    6.11e-02  6.14e-02    3.67e-04  7.71e-05    4.78e-02  4.82e-02    6.2e-07
 289500    6.14e-02  5.87e-02    5.48e-04  3.58e-04    4.79e-02  4.59e-02    6.2e-07
 289600    6.12e-02  5.79e-02    4.66e-04  5.32e-04    4.78e-02  4.51e-02    6.2e-07
 289700    6.11e-02  6.27e-02    3.66e-04  6.35e-04    4.78e-02  4.88e-02    6.2e-07
 289800    6.11e-02  6.53e-02    3.89e-04  3.08e-04    4.78e-02  5.12e-02    6.2e-07
 289900    6.12e-02  6.71e-02    4.79e-04  3.32e-04    4.78e-02  5.26e-02    6.2e-07
 290000    6.05e-02  6.36e-02    3.65e-04  4.22e-04    4.78e-02  5.02e-02    5.9e-07
 290100    6.05e-02  5.89e-02    3.78e-04  1.30e-04    4.78e-02  4.67e-02    5.9e-07
 290200    6.05e-02  6.19e-02    3.76e-04  5.53e-04    4.78e-02  4.88e-02    5.9e-07
 290300    6.05e-02  5.65e-02    3.68e-04  3.48e-04    4.78e-02  4.47e-02    5.9e-07
 290400    6.06e-02  5.85e-02    4.36e-04  3.98e-04    4.78e-02  4.62e-02    5.9e-07
 290500    6.12e-02  6.08e-02    7.44e-04  1.20e-04    4.78e-02  4.82e-02    5.9e-07
 290600    6.07e-02  5.63e-02    4.97e-04  3.17e-04    4.78e-02  4.46e-02    5.9e-07
 290700    6.09e-02  5.89e-02    6.14e-04  5.43e-04    4.79e-02  4.64e-02    5.9e-07
 290800    6.12e-02  5.32e-02    7.53e-04  2.90e-04    4.78e-02  4.21e-02    5.9e-07
 290900    6.05e-02  5.79e-02    4.02e-04  2.05e-04    4.78e-02  4.58e-02    5.9e-07
 291000    6.06e-02  5.92e-02    4.84e-04  4.00e-04    4.78e-02  4.67e-02    5.9e-07
 291100    6.05e-02  5.32e-02    4.01e-04  2.00e-04    4.78e-02  4.21e-02    5.9e-07
 291200    6.05e-02  5.27e-02    3.80e-04  1.13e-04    4.78e-02  4.18e-02    5.9e-07
 291300    6.05e-02  5.91e-02    3.96e-04  6.99e-04    4.78e-02  4.62e-02    5.9e-07
 291400    6.05e-02  6.33e-02    3.90e-04  1.12e-03    4.78e-02  4.87e-02    5.9e-07
 291500    6.05e-02  6.34e-02    3.66e-04  6.19e-04    4.79e-02  4.99e-02    5.9e-07
 291600    6.06e-02  5.52e-02    4.21e-04  4.46e-04    4.78e-02  4.35e-02    5.9e-07
 291700    6.05e-02  5.40e-02    3.87e-04  1.93e-04    4.78e-02  4.27e-02    5.9e-07
 291800    6.05e-02  6.03e-02    3.64e-04  7.70e-05    4.78e-02  4.78e-02    5.9e-07
 291900    6.05e-02  5.24e-02    3.90e-04  4.45e-05    4.78e-02  4.16e-02    5.9e-07
 292000    5.99e-02  6.34e-02    3.70e-04  1.68e-04    4.78e-02  5.08e-02    5.6e-07
 292100    6.03e-02  6.23e-02    5.63e-04  5.55e-04    4.79e-02  4.95e-02    5.6e-07
 292200    6.05e-02  6.22e-02    7.15e-04  8.73e-04    4.78e-02  4.88e-02    5.6e-07
 292300    6.05e-02  6.30e-02    6.87e-04  7.92e-04    4.78e-02  4.97e-02    5.6e-07
 292400    6.01e-02  5.74e-02    4.65e-04  2.10e-04    4.78e-02  4.59e-02    5.6e-07
 292500    6.06e-02  6.06e-02    7.54e-04  5.69e-04    4.78e-02  4.81e-02    5.6e-07
 292600    6.00e-02  6.15e-02    4.37e-04  1.40e-03    4.78e-02  4.68e-02    5.6e-07
 292700    6.02e-02  6.00e-02    5.18e-04  1.84e-04    4.78e-02  4.80e-02    5.6e-07
 292800    5.99e-02  5.42e-02    3.85e-04  5.09e-04    4.78e-02  4.30e-02    5.6e-07
 292900    6.03e-02  6.06e-02    5.78e-04  9.24e-04    4.78e-02  4.74e-02    5.6e-07
 293000    6.00e-02  5.82e-02    4.13e-04  9.19e-04    4.78e-02  4.55e-02    5.6e-07
 293100    6.01e-02  5.22e-02    5.01e-04  4.26e-04    4.78e-02  4.16e-02    5.6e-07
 293200    6.00e-02  6.03e-02    3.77e-04  1.07e-03    4.78e-02  4.68e-02    5.6e-07
 293300    6.00e-02  6.03e-02    4.20e-04  5.06e-04    4.78e-02  4.80e-02    5.6e-07
 293400    6.03e-02  6.47e-02    6.28e-04  1.44e-03    4.78e-02  4.93e-02    5.6e-07
 293500    6.07e-02  5.28e-02    7.81e-04  3.18e-04    4.78e-02  4.22e-02    5.6e-07
 293600    6.01e-02  5.52e-02    4.35e-04  4.99e-04    4.79e-02  4.38e-02    5.6e-07
 293700    6.00e-02  5.98e-02    3.93e-04  2.04e-05    4.78e-02  4.79e-02    5.6e-07
 293800    6.03e-02  5.36e-02    6.16e-04  4.03e-04    4.78e-02  4.27e-02    5.6e-07
 293900    6.02e-02  6.30e-02    5.49e-04  7.23e-04    4.78e-02  4.98e-02    5.6e-07
 294000    5.95e-02  6.08e-02    4.34e-04  4.92e-04    4.78e-02  4.88e-02    5.3e-07
 294100    6.00e-02  5.44e-02    7.16e-04  2.78e-04    4.78e-02  4.39e-02    5.3e-07
 294200    5.94e-02  6.23e-02    3.68e-04  1.64e-04    4.78e-02  5.03e-02    5.3e-07
 294300    5.96e-02  6.27e-02    5.04e-04  5.81e-04    4.78e-02  5.02e-02    5.3e-07
 294400    5.94e-02  6.27e-02    3.67e-04  2.26e-04    4.78e-02  5.06e-02    5.3e-07
 294500    5.95e-02  6.26e-02    4.32e-04  4.29e-05    4.78e-02  5.06e-02    5.3e-07
 294600    5.97e-02  5.83e-02    5.49e-04  5.66e-04    4.78e-02  4.67e-02    5.3e-07
 294700    5.95e-02  5.85e-02    3.67e-04  6.26e-04    4.79e-02  4.67e-02    5.3e-07
 294800    5.94e-02  5.91e-02    3.66e-04  6.69e-06    4.78e-02  4.77e-02    5.3e-07
 294900    5.94e-02  5.92e-02    3.76e-04  2.95e-04    4.78e-02  4.78e-02    5.3e-07
 295000    5.96e-02  6.20e-02    5.24e-04  1.22e-03    4.78e-02  4.82e-02    5.3e-07
 295100    5.95e-02  6.00e-02    4.31e-04  5.56e-05    4.78e-02  4.85e-02    5.3e-07
 295200    5.94e-02  5.99e-02    3.71e-04  1.54e-04    4.78e-02  4.84e-02    5.3e-07
 295300    5.94e-02  5.90e-02    3.75e-04  5.65e-04    4.78e-02  4.73e-02    5.3e-07
 295400    5.94e-02  6.03e-02    3.65e-04  3.21e-04    4.78e-02  4.86e-02    5.3e-07
 295500    5.96e-02  6.63e-02    4.75e-04  9.90e-04    4.79e-02  5.25e-02    5.3e-07
 295600    5.95e-02  5.92e-02    3.99e-04  6.38e-04    4.79e-02  4.73e-02    5.3e-07
 295700    5.96e-02  5.45e-02    5.07e-04  1.94e-04    4.78e-02  4.40e-02    5.3e-07
 295800    5.94e-02  5.33e-02    3.71e-04  5.59e-04    4.78e-02  4.26e-02    5.3e-07
 295900    5.95e-02  5.79e-02    3.96e-04  8.95e-05    4.79e-02  4.68e-02    5.3e-07
 296000    5.89e-02  5.71e-02    3.64e-04  2.13e-04    4.79e-02  4.65e-02    5.1e-07
 296100    5.89e-02  5.35e-02    3.71e-04  6.31e-04    4.78e-02  4.30e-02    5.1e-07
 296200    5.97e-02  5.52e-02    8.08e-04  3.64e-04    4.78e-02  4.48e-02    5.1e-07
 296300    5.89e-02  5.70e-02    3.73e-04  2.23e-05    4.78e-02  4.65e-02    5.1e-07
 296400    5.91e-02  5.87e-02    5.02e-04  7.54e-04    4.78e-02  4.71e-02    5.1e-07
 296500    5.91e-02  5.99e-02    5.28e-04  8.89e-05    4.78e-02  4.88e-02    5.1e-07
 296600    5.90e-02  6.12e-02    4.25e-04  7.74e-05    4.78e-02  4.99e-02    5.1e-07
 296700    5.93e-02  5.98e-02    6.56e-04  3.77e-04    4.78e-02  4.85e-02    5.1e-07
 296800    5.90e-02  5.82e-02    4.14e-04  1.81e-04    4.79e-02  4.74e-02    5.1e-07
 296900    5.89e-02  5.68e-02    3.68e-04  3.79e-05    4.78e-02  4.63e-02    5.1e-07
 297000    5.89e-02  5.60e-02    4.11e-04  5.43e-04    4.78e-02  4.53e-02    5.1e-07
 297100    5.90e-02  5.78e-02    4.45e-04  5.03e-05    4.78e-02  4.71e-02    5.1e-07
 297200    5.89e-02  5.43e-02    3.71e-04  1.53e-04    4.79e-02  4.42e-02    5.1e-07
 297300    5.89e-02  5.11e-02    3.96e-04  2.31e-04    4.78e-02  4.16e-02    5.1e-07
 297400    5.90e-02  5.80e-02    4.28e-04  5.17e-04    4.78e-02  4.69e-02    5.1e-07
 297500    5.89e-02  5.56e-02    3.71e-04  1.69e-04    4.78e-02  4.53e-02    5.1e-07
 297600    5.89e-02  5.73e-02    3.88e-04  5.97e-06    4.78e-02  4.67e-02    5.1e-07
 297700    5.90e-02  6.10e-02    4.72e-04  9.78e-05    4.78e-02  4.97e-02    5.1e-07
 297800    5.93e-02  5.48e-02    6.23e-04  5.86e-04    4.79e-02  4.42e-02    5.1e-07
 297900    5.92e-02  6.07e-02    5.57e-04  2.63e-04    4.78e-02  4.94e-02    5.1e-07
 298000    5.85e-02  6.00e-02    4.19e-04  1.37e-03    4.78e-02  4.68e-02    4.8e-07
 298100    5.84e-02  6.27e-02    4.06e-04  5.42e-04    4.78e-02  5.11e-02    4.8e-07
 298200    5.87e-02  5.51e-02    5.80e-04  4.32e-04    4.78e-02  4.50e-02    4.8e-07
 298300    5.84e-02  6.39e-02    3.90e-04  4.38e-04    4.78e-02  5.23e-02    4.8e-07
 298400    5.86e-02  5.53e-02    4.72e-04  2.39e-04    4.78e-02  4.54e-02    4.8e-07
 298500    5.85e-02  5.06e-02    4.60e-04  1.94e-04    4.78e-02  4.16e-02    4.8e-07
 298600    5.84e-02  5.83e-02    3.89e-04  6.12e-04    4.78e-02  4.74e-02    4.8e-07
 298700    5.84e-02  5.61e-02    3.68e-04  6.74e-04    4.78e-02  4.55e-02    4.8e-07
 298800    5.86e-02  5.45e-02    4.71e-04  5.10e-04    4.78e-02  4.44e-02    4.8e-07
 298900    5.84e-02  6.07e-02    4.13e-04  2.08e-04    4.78e-02  4.99e-02    4.8e-07
 299000    5.89e-02  6.01e-02    6.06e-04  2.85e-04    4.79e-02  4.93e-02    4.8e-07
 299100    5.84e-02  5.52e-02    3.88e-04  1.62e-04    4.78e-02  4.53e-02    4.8e-07
 299200    5.85e-02  6.09e-02    4.51e-04  2.51e-04    4.78e-02  5.00e-02    4.8e-07
 299300    5.84e-02  5.74e-02    3.68e-04  8.23e-04    4.78e-02  4.63e-02    4.8e-07
 299400    5.85e-02  5.83e-02    4.72e-04  1.28e-04    4.78e-02  4.79e-02    4.8e-07
 299500    5.84e-02  5.50e-02    3.70e-04  3.66e-04    4.78e-02  4.50e-02    4.8e-07
 299600    5.84e-02  5.62e-02    3.74e-04  7.13e-04    4.78e-02  4.55e-02    4.8e-07
 299700    5.86e-02  5.90e-02    5.01e-04  5.35e-04    4.79e-02  4.82e-02    4.8e-07
 299800    5.84e-02  6.29e-02    3.82e-04  3.61e-04    4.78e-02  5.15e-02    4.8e-07
 299900    5.85e-02  5.98e-02    4.47e-04  6.47e-05    4.78e-02  4.91e-02    4.8e-07
 300000    5.80e-02  5.89e-02    4.58e-04  3.23e-04    4.78e-02  4.87e-02    4.6e-07
 300100    5.85e-02  5.83e-02    6.79e-04  2.14e-04    4.78e-02  4.83e-02    4.6e-07
 300200    5.79e-02  5.55e-02    3.70e-04  5.81e-04    4.78e-02  4.55e-02    4.6e-07
 300300    5.82e-02  5.64e-02    5.66e-04  3.25e-04    4.78e-02  4.66e-02    4.6e-07
 300400    5.86e-02  5.94e-02    7.39e-04  1.33e-03    4.78e-02  4.68e-02    4.6e-07
 300500    5.79e-02  5.40e-02    3.65e-04  5.59e-04    4.78e-02  4.43e-02    4.6e-07
 300600    5.79e-02  6.21e-02    3.77e-04  8.71e-05    4.78e-02  5.14e-02    4.6e-07
 300700    5.87e-02  5.48e-02    7.65e-04  1.13e-03    4.78e-02  4.36e-02    4.6e-07
 300800    5.79e-02  6.19e-02    3.67e-04  3.68e-04    4.78e-02  5.11e-02    4.6e-07
 300900    5.80e-02  5.95e-02    4.08e-04  3.12e-05    4.78e-02  4.93e-02    4.6e-07
 301000    5.80e-02  5.81e-02    4.26e-04  2.83e-04    4.78e-02  4.80e-02    4.6e-07
 301100    5.82e-02  5.32e-02    5.61e-04  1.68e-04    4.78e-02  4.41e-02    4.6e-07
 301200    5.81e-02  5.89e-02    4.80e-04  2.81e-04    4.79e-02  4.87e-02    4.6e-07
 301300    5.83e-02  5.50e-02    6.01e-04  2.43e-04    4.78e-02  4.55e-02    4.6e-07
 301400    5.79e-02  5.34e-02    3.68e-04  4.09e-05    4.78e-02  4.43e-02    4.6e-07
 301500    5.81e-02  5.87e-02    4.76e-04  5.03e-04    4.78e-02  4.83e-02    4.6e-07
 301600    5.81e-02  5.29e-02    4.91e-04  8.00e-06    4.78e-02  4.39e-02    4.6e-07
 301700    5.79e-02  5.82e-02    3.67e-04  1.48e-04    4.78e-02  4.82e-02    4.6e-07
 301800    5.80e-02  5.78e-02    4.13e-04  9.52e-04    4.78e-02  4.66e-02    4.6e-07
 301900    5.87e-02  5.97e-02    7.80e-04  1.02e-03    4.78e-02  4.81e-02    4.6e-07
 302000    5.75e-02  5.78e-02    3.77e-04  5.55e-04    4.78e-02  4.79e-02    4.3e-07
 302100    5.75e-02  5.22e-02    3.71e-04  1.74e-04    4.78e-02  4.35e-02    4.3e-07
 302200    5.75e-02  5.09e-02    3.90e-04  4.96e-04    4.78e-02  4.21e-02    4.3e-07
 302300    5.75e-02  5.62e-02    4.06e-04  3.96e-04    4.78e-02  4.67e-02    4.3e-07
 302400    5.75e-02  5.30e-02    3.66e-04  2.98e-04    4.79e-02  4.42e-02    4.3e-07
 302500    5.75e-02  5.97e-02    3.96e-04  1.35e-04    4.78e-02  4.98e-02    4.3e-07
 302600    5.76e-02  5.32e-02    4.46e-04  3.41e-04    4.78e-02  4.42e-02    4.3e-07
 302700    5.75e-02  5.89e-02    3.85e-04  2.16e-05    4.78e-02  4.92e-02    4.3e-07
 302800    5.78e-02  6.01e-02    5.72e-04  9.87e-04    4.78e-02  4.89e-02    4.3e-07
 302900    5.75e-02  5.54e-02    3.87e-04  7.60e-04    4.78e-02  4.55e-02    4.3e-07
 303000    5.75e-02  6.33e-02    3.78e-04  5.89e-04    4.78e-02  5.24e-02    4.3e-07
 303100    5.75e-02  5.52e-02    3.95e-04  6.27e-04    4.78e-02  4.56e-02    4.3e-07
 303200    5.80e-02  5.84e-02    6.56e-04  5.78e-04    4.78e-02  4.83e-02    4.3e-07
 303300    5.75e-02  5.59e-02    3.67e-04  8.67e-04    4.78e-02  4.56e-02    4.3e-07
 303400    5.75e-02  5.87e-02    3.87e-04  1.28e-03    4.78e-02  4.68e-02    4.3e-07
 303500    5.78e-02  6.08e-02    5.58e-04  1.11e-03    4.78e-02  4.92e-02    4.3e-07
 303600    5.75e-02  5.18e-02    4.31e-04  3.97e-04    4.78e-02  4.30e-02    4.3e-07
 303700    5.75e-02  6.02e-02    3.82e-04  3.13e-05    4.78e-02  5.03e-02    4.3e-07
 303800    5.76e-02  5.53e-02    4.43e-04  2.22e-04    4.78e-02  4.62e-02    4.3e-07
 303900    5.77e-02  5.28e-02    5.24e-04  1.71e-04    4.78e-02  4.41e-02    4.3e-07
 304000    5.72e-02  5.85e-02    4.80e-04  1.93e-04    4.78e-02  4.92e-02    4.1e-07
 304100    5.71e-02  5.68e-02    3.97e-04  1.81e-04    4.78e-02  4.78e-02    4.1e-07
 304200    5.70e-02  5.19e-02    3.72e-04  6.37e-04    4.78e-02  4.31e-02    4.1e-07
 304300    5.71e-02  5.64e-02    4.00e-04  3.08e-04    4.78e-02  4.73e-02    4.1e-07
 304400    5.71e-02  6.03e-02    4.34e-04  1.78e-04    4.78e-02  5.07e-02    4.1e-07
 304500    5.70e-02  5.66e-02    3.65e-04  7.35e-04    4.78e-02  4.69e-02    4.1e-07
 304600    5.70e-02  6.25e-02    3.69e-04  7.24e-05    4.78e-02  5.26e-02    4.1e-07
 304700    5.80e-02  5.81e-02    8.50e-04  3.88e-04    4.78e-02  4.87e-02    4.1e-07
 304800    5.71e-02  5.09e-02    3.77e-04  3.96e-04    4.78e-02  4.26e-02    4.1e-07
 304900    5.74e-02  5.44e-02    5.71e-04  2.09e-04    4.78e-02  4.57e-02    4.1e-07
 305000    5.71e-02  5.27e-02    4.44e-04  3.45e-04    4.78e-02  4.42e-02    4.1e-07
 305100    5.72e-02  5.56e-02    4.74e-04  1.06e-04    4.78e-02  4.68e-02    4.1e-07
 305200    5.71e-02  5.43e-02    4.41e-04  1.39e-04    4.78e-02  4.57e-02    4.1e-07
 305300    5.84e-02  4.96e-02    9.61e-04  2.87e-04    4.78e-02  4.16e-02    4.1e-07
 305400    5.71e-02  5.50e-02    4.30e-04  1.13e-04    4.78e-02  4.63e-02    4.1e-07
 305500    5.71e-02  5.53e-02    4.01e-04  1.65e-04    4.78e-02  4.65e-02    4.1e-07
 305600    5.72e-02  5.75e-02    4.90e-04  6.65e-04    4.78e-02  4.78e-02    4.1e-07
 305700    5.71e-02  5.42e-02    3.91e-04  2.77e-04    4.78e-02  4.55e-02    4.1e-07
 305800    5.70e-02  5.97e-02    3.67e-04  1.03e-04    4.78e-02  5.02e-02    4.1e-07
 305900    5.70e-02  5.77e-02    3.69e-04  2.39e-04    4.78e-02  4.85e-02    4.1e-07
 306000    5.67e-02  5.65e-02    4.22e-04  1.71e-04    4.78e-02  4.79e-02    3.9e-07
 306100    5.69e-02  5.27e-02    5.23e-04  8.31e-04    4.78e-02  4.36e-02    3.9e-07
 306200    5.66e-02  5.10e-02    3.67e-04  4.37e-04    4.78e-02  4.29e-02    3.9e-07
 306300    5.68e-02  5.75e-02    4.77e-04  2.78e-04    4.78e-02  4.87e-02    3.9e-07
 306400    5.68e-02  5.69e-02    4.65e-04  9.62e-04    4.78e-02  4.69e-02    3.9e-07
 306500    5.68e-02  5.82e-02    5.11e-04  3.33e-04    4.78e-02  4.92e-02    3.9e-07
 306600    5.66e-02  5.68e-02    3.76e-04  1.72e-04    4.78e-02  4.81e-02    3.9e-07
 306700    5.68e-02  5.70e-02    5.01e-04  2.35e-04    4.78e-02  4.83e-02    3.9e-07
 306800    5.66e-02  5.30e-02    3.94e-04  6.79e-04    4.78e-02  4.43e-02    3.9e-07
 306900    5.67e-02  5.24e-02    4.00e-04  1.72e-04    4.78e-02  4.44e-02    3.9e-07
 307000    5.69e-02  5.21e-02    5.64e-04  7.27e-04    4.78e-02  4.33e-02    3.9e-07
 307100    5.70e-02  5.73e-02    5.81e-04  3.83e-04    4.78e-02  4.84e-02    3.9e-07
 307200    5.67e-02  5.93e-02    3.68e-04  1.85e-04    4.79e-02  5.02e-02    3.9e-07
 307300    5.70e-02  5.58e-02    5.91e-04  1.96e-04    4.78e-02  4.73e-02    3.9e-07
 307400    5.67e-02  5.51e-02    3.63e-04  1.96e-04    4.79e-02  4.67e-02    3.9e-07
 307500    5.66e-02  5.71e-02    3.74e-04  1.39e-04    4.78e-02  4.84e-02    3.9e-07
 307600    5.67e-02  5.55e-02    3.92e-04  6.32e-05    4.78e-02  4.71e-02    3.9e-07
 307700    5.66e-02  5.28e-02    3.68e-04  4.14e-04    4.78e-02  4.45e-02    3.9e-07
 307800    5.67e-02  5.55e-02    4.34e-04  7.81e-04    4.78e-02  4.62e-02    3.9e-07
 307900    5.67e-02  4.98e-02    3.97e-04  2.06e-04    4.78e-02  4.21e-02    3.9e-07
 308000    5.62e-02  5.70e-02    3.65e-04  5.12e-05    4.78e-02  4.87e-02    3.7e-07
 308100    5.68e-02  5.29e-02    7.10e-04  7.70e-04    4.78e-02  4.43e-02    3.7e-07
 308200    5.62e-02  4.88e-02    3.73e-04  1.67e-04    4.78e-02  4.17e-02    3.7e-07
 308300    5.63e-02  5.77e-02    4.13e-04  5.21e-04    4.78e-02  4.89e-02    3.7e-07
 308400    5.63e-02  5.63e-02    4.24e-04  9.29e-04    4.78e-02  4.68e-02    3.7e-07
 308500    5.68e-02  5.35e-02    6.80e-04  1.86e-04    4.78e-02  4.57e-02    3.7e-07
 308600    5.63e-02  5.72e-02    4.45e-04  3.19e-04    4.78e-02  4.87e-02    3.7e-07
 308700    5.63e-02  5.72e-02    3.97e-04  9.00e-05    4.78e-02  4.89e-02    3.7e-07
 308800    5.62e-02  5.79e-02    3.67e-04  5.19e-04    4.78e-02  4.91e-02    3.7e-07
 308900    5.62e-02  5.55e-02    3.71e-04  4.67e-04    4.78e-02  4.70e-02    3.7e-07
 309000    5.65e-02  5.72e-02    5.44e-04  1.55e-04    4.78e-02  4.89e-02    3.7e-07
 309100    5.62e-02  5.74e-02    3.67e-04  7.80e-05    4.78e-02  4.90e-02    3.7e-07
 309200    5.63e-02  5.71e-02    4.51e-04  1.98e-04    4.78e-02  4.87e-02    3.7e-07
 309300    5.63e-02  5.80e-02    3.98e-04  2.34e-05    4.78e-02  4.95e-02    3.7e-07
 309400    5.63e-02  5.67e-02    4.06e-04  3.27e-04    4.78e-02  4.83e-02    3.7e-07
 309500    5.62e-02  5.91e-02    3.65e-04  4.56e-04    4.78e-02  5.02e-02    3.7e-07
 309600    5.63e-02  5.44e-02    4.20e-04  1.56e-04    4.78e-02  4.64e-02    3.7e-07
 309700    5.64e-02  5.73e-02    4.93e-04  6.96e-04    4.78e-02  4.83e-02    3.7e-07
 309800    5.62e-02  5.76e-02    3.73e-04  1.21e-04    4.78e-02  4.91e-02    3.7e-07
 309900    5.62e-02  5.57e-02    3.66e-04  7.39e-04    4.78e-02  4.67e-02    3.7e-07
 310000    5.58e-02  5.56e-02    3.70e-04  5.33e-04    4.78e-02  4.74e-02    3.5e-07
 310100    5.62e-02  5.59e-02    6.05e-04  8.35e-04    4.78e-02  4.70e-02    3.5e-07
 310200    5.58e-02  5.43e-02    3.73e-04  4.30e-04    4.78e-02  4.64e-02    3.5e-07
 310300    5.77e-02  5.34e-02    1.11e-03  8.48e-04    4.78e-02  4.48e-02    3.5e-07
 310400    5.59e-02  5.39e-02    3.80e-04  7.98e-05    4.79e-02  4.63e-02    3.5e-07
 310500    5.59e-02  5.48e-02    3.93e-04  6.17e-04    4.78e-02  4.65e-02    3.5e-07
 310600    5.62e-02  6.49e-02    5.77e-04  1.17e-03    4.78e-02  5.40e-02    3.5e-07
 310700    5.59e-02  5.64e-02    4.38e-04  1.85e-05    4.78e-02  4.85e-02    3.5e-07
 310800    5.62e-02  5.41e-02    5.95e-04  4.64e-04    4.78e-02  4.62e-02    3.5e-07
 310900    5.59e-02  5.77e-02    3.93e-04  6.89e-04    4.78e-02  4.89e-02    3.5e-07
 311000    5.59e-02  5.29e-02    3.65e-04  7.19e-05    4.78e-02  4.55e-02    3.5e-07
 311100    5.58e-02  5.45e-02    3.68e-04  2.31e-04    4.78e-02  4.68e-02    3.5e-07
 311200    5.59e-02  5.59e-02    3.83e-04  1.37e-04    4.78e-02  4.81e-02    3.5e-07
 311300    5.59e-02  5.32e-02    3.84e-04  1.42e-04    4.78e-02  4.57e-02    3.5e-07
 311400    5.59e-02  5.74e-02    3.80e-04  6.85e-04    4.78e-02  4.87e-02    3.5e-07
 311500    5.66e-02  5.66e-02    7.43e-04  5.44e-04    4.78e-02  4.83e-02    3.5e-07
 311600    5.59e-02  5.69e-02    3.91e-04  4.80e-04    4.78e-02  4.86e-02    3.5e-07
 311700    5.59e-02  5.98e-02    3.70e-04  5.42e-05    4.79e-02  5.14e-02    3.5e-07
 311800    5.59e-02  5.53e-02    3.92e-04  4.91e-04    4.78e-02  4.72e-02    3.5e-07
 311900    5.59e-02  5.67e-02    3.89e-04  2.45e-04    4.78e-02  4.87e-02    3.5e-07
 312000    5.56e-02  5.67e-02    4.28e-04  1.46e-04    4.78e-02  4.90e-02    3.4e-07
 312100    5.55e-02  5.58e-02    3.82e-04  5.31e-04    4.78e-02  4.79e-02    3.4e-07
 312200    5.55e-02  5.55e-02    3.95e-04  5.93e-04    4.78e-02  4.75e-02    3.4e-07
 312300    5.67e-02  5.66e-02    9.18e-04  6.33e-04    4.78e-02  4.84e-02    3.4e-07
 312400    5.55e-02  5.18e-02    4.07e-04  1.09e-04    4.78e-02  4.48e-02    3.4e-07
 312500    5.55e-02  5.46e-02    3.64e-04  7.93e-04    4.78e-02  4.63e-02    3.4e-07
 312600    5.56e-02  5.77e-02    4.58e-04  6.53e-04    4.78e-02  4.94e-02    3.4e-07
 312700    5.60e-02  5.36e-02    6.36e-04  2.12e-04    4.78e-02  4.63e-02    3.4e-07
 312800    5.55e-02  5.60e-02    3.89e-04  1.55e-04    4.78e-02  4.84e-02    3.4e-07
 312900    5.58e-02  5.54e-02    5.53e-04  4.95e-04    4.78e-02  4.76e-02    3.4e-07
 313000    5.55e-02  4.94e-02    3.82e-04  1.92e-04    4.78e-02  4.27e-02    3.4e-07
 313100    5.55e-02  5.43e-02    3.72e-04  5.15e-04    4.78e-02  4.66e-02    3.4e-07
 313200    5.55e-02  5.59e-02    3.78e-04  1.28e-04    4.78e-02  4.84e-02    3.4e-07
 313300    5.55e-02  5.62e-02    3.67e-04  3.73e-04    4.78e-02  4.84e-02    3.4e-07
 313400    5.55e-02  5.16e-02    3.70e-04  3.38e-04    4.78e-02  4.45e-02    3.4e-07
 313500    5.56e-02  5.67e-02    4.20e-04  1.61e-04    4.78e-02  4.90e-02    3.4e-07
 313600    5.55e-02  5.44e-02    3.93e-04  8.27e-04    4.78e-02  4.60e-02    3.4e-07
 313700    5.58e-02  5.80e-02    5.39e-04  4.27e-04    4.78e-02  5.00e-02    3.4e-07
 313800    5.56e-02  5.11e-02    4.24e-04  8.43e-04    4.78e-02  4.30e-02    3.4e-07
 313900    5.56e-02  5.53e-02    4.32e-04  4.18e-04    4.78e-02  4.76e-02    3.4e-07
 314000    5.51e-02  5.16e-02    3.68e-04  5.19e-04    4.78e-02  4.45e-02    3.2e-07
 314100    5.52e-02  5.36e-02    3.72e-04  4.41e-04    4.78e-02  4.64e-02    3.2e-07
